FechaPago,CantidadPago,IdCliente
2023-08-02 15:58:09,5048,397
2024-06-25 16:52:51,7687,398
2024-06-15 13:43:30,5694,400
2023-09-01 15:36:29,8862,473
2023-08-16 17:54:11,5362,665
2024-06-17 02:06:28,5041,50
2024-03-28 22:04:47,5046,462
2023-09-21 13:16:55,8519,845
2024-10-29 02:57:28,7902,479
2024-03-30 19:49:35,8961,582
2024-04-20 07:13:51,6684,310
2023-07-29 04:22:59,9768,448
2024-08-07 04:41:55,5637,409
2024-01-04 21:26:11,9247,372
2024-04-29 16:06:11,5304,21
2023-09-11 13:38:40,8008,761
2023-11-22 22:04:29,5646,199
2024-05-30 01:07:47,8070,806
2024-06-16 19:02:34,5171,782
2024-12-05 23:35:29,5312,298
2023-11-19 08:58:36,7712,388
2023-09-10 13:41:39,9760,580
2023-10-25 20:42:04,5285,345
2023-10-10 08:49:18,8308,337
2023-10-15 23:42:20,8642,837
2024-04-27 21:01:31,6376,775
2023-12-18 03:37:31,5018,409
2024-11-14 23:36:17,5835,159
2024-08-31 01:32:38,7716,488
2024-10-22 06:32:26,5449,611
2023-10-28 14:26:35,5918,426
2024-12-09 23:30:10,7851,799
2024-01-05 08:21:12,8101,110
2024-07-02 23:28:01,8979,308
2023-07-17 19:19:23,9505,452
2024-01-23 15:54:49,7235,451
2024-09-16 00:04:21,6552,93
2024-04-19 20:44:51,9965,132
2024-01-24 03:02:19,9722,36
2023-11-21 21:13:34,8686,614
2024-04-26 16:38:46,7985,731
2024-01-08 16:57:48,5646,110
2023-08-30 09:22:46,5233,787
2024-08-13 19:27:02,7639,837
2024-08-25 03:54:19,5516,470
2024-10-24 21:53:30,5385,616
2024-09-20 19:44:25,6062,61
2024-01-31 04:44:05,5740,95
2023-08-11 11:52:43,7454,597
2023-09-13 19:49:22,8589,820
2024-07-19 06:29:46,9805,259
2023-09-06 13:12:00,9329,749
2023-07-22 16:44:44,8714,264
2024-02-14 06:08:54,6610,412
2023-08-04 21:15:32,6591,201
2024-12-10 14:12:24,7855,498
2024-01-22 10:12:02,5634,712
2023-09-28 05:22:47,8074,23
2023-08-03 10:12:05,8152,738
2024-09-17 20:28:42,7498,268
2024-02-26 23:37:03,6688,263
2024-07-01 04:37:19,8046,805
2024-05-21 23:51:39,6324,762
2024-08-02 13:15:15,9082,748
2024-12-13 20:25:29,5890,115
2024-02-13 21:48:47,5394,801
2024-11-14 21:51:58,5042,385
2024-09-17 20:26:54,9128,381
2024-06-12 01:44:11,9849,188
2024-04-01 14:51:42,7184,383
2024-11-12 11:22:26,8981,343
2024-08-07 04:04:07,7032,33
2023-11-17 04:00:42,7514,799
2024-03-23 13:33:57,9505,132
2024-12-07 14:08:51,9887,720
2023-10-06 14:30:38,8472,557
2024-03-25 18:25:10,9327,165
2024-04-13 09:15:44,8699,458
2024-02-03 00:53:09,6760,474
2024-07-05 18:29:52,5537,651
2024-10-16 19:01:43,5165,174
2024-08-16 19:03:39,7221,377
2024-11-24 03:04:07,7595,274
2023-09-13 14:40:46,8423,172
2023-07-21 18:33:31,8871,169
2024-02-01 01:10:25,7271,279
2024-05-06 01:30:52,8205,334
2024-02-17 13:31:56,6246,381
2024-09-28 08:50:30,6209,193
2024-02-16 08:44:01,9230,688
2024-03-03 00:30:52,5122,190
2023-12-18 13:20:13,9171,808
2023-10-07 18:30:02,7741,173
2024-02-14 04:24:59,5265,546
2024-10-22 18:09:14,8931,433
2023-12-15 01:30:24,8712,475
2023-11-19 04:22:29,7111,523
2023-08-26 18:49:34,6661,106
2024-02-16 03:53:55,6683,263
2024-05-26 20:57:44,9480,819
2023-07-27 20:14:39,6342,137
2024-07-05 05:15:50,6992,105
2024-01-24 03:52:12,9698,384
2024-05-13 14:58:14,5770,472
2024-12-09 01:58:56,9089,270
2023-12-29 12:14:03,5899,30
2024-07-03 02:11:20,7169,480
2023-10-30 12:06:28,5481,581
2023-08-13 06:25:34,9569,761
2024-01-31 00:24:59,5330,24
2023-11-17 01:29:32,9990,246
2023-12-14 05:13:43,5537,97
2023-10-27 05:38:44,5565,195
2024-07-29 15:57:44,9859,195
2024-08-29 14:24:02,8090,439
2024-01-02 04:38:36,7765,39
2023-10-29 23:06:38,7156,664
2024-08-28 06:23:26,9393,569
2023-08-15 08:55:30,7248,769
2023-08-27 23:31:40,6302,806
2024-09-25 23:54:44,8332,402
2024-02-07 00:08:43,6703,809
2023-11-26 09:50:58,6748,597
2024-11-23 09:35:28,7161,312
2023-11-10 11:29:12,9974,636
2023-12-17 13:38:50,7918,329
2024-01-17 16:48:01,6340,344
2023-12-21 04:08:45,7724,127
2023-10-31 10:22:23,6683,121
2023-11-15 07:08:58,6119,258
2024-07-21 15:17:20,9989,607
2024-12-03 07:44:28,6424,727
2024-02-09 21:08:52,6907,500
2024-05-12 15:15:12,9194,187
2023-07-27 18:10:36,8224,544
2024-04-09 20:40:43,5655,128
2023-11-29 07:07:45,6032,281
2024-11-10 11:29:01,5424,795
2024-12-06 21:59:12,5823,758
2024-01-28 07:50:24,7011,235
2024-06-08 05:53:09,8012,696
2024-11-06 20:40:38,7718,646
2024-12-20 15:34:50,7499,769
2023-10-26 02:00:19,5794,712
2024-05-20 11:56:20,6061,744
2024-09-22 21:18:20,7666,64
2023-07-24 13:33:11,5165,838
2024-09-18 04:40:32,6893,599
2024-08-28 18:52:53,6326,345
2023-10-18 06:12:40,9597,174
2023-07-26 02:16:26,5047,394
2023-07-30 15:45:02,7710,590
2024-08-24 23:13:46,7206,771
2024-06-30 02:03:10,8233,798
2024-07-08 15:52:08,7262,637
2024-04-01 03:13:32,6485,646
2024-05-03 08:51:25,8944,593
2023-07-29 12:56:21,9251,198
2023-08-09 21:41:02,9783,84
2023-09-20 04:34:24,7547,30
2024-03-04 23:37:39,5091,664
2024-04-03 18:01:45,8473,770
2023-12-01 02:54:53,8823,101
2024-11-22 14:03:57,6685,804
2024-11-09 01:24:24,5943,64
2023-11-08 03:05:46,5042,350
2024-06-26 10:33:10,9141,608
2024-04-16 12:24:55,6791,378
2023-08-03 10:55:19,6564,423
2023-09-11 03:06:54,5897,584
2024-01-29 15:57:40,8460,662
2024-03-11 02:14:31,5937,440
2024-02-09 20:56:55,6630,697
2024-05-20 08:28:19,9344,595
2024-08-19 04:34:24,6726,294
2024-01-24 06:33:00,7176,286
2023-09-11 13:12:57,8658,102
2024-04-15 04:48:42,7883,602
2023-11-15 13:11:39,5175,660
2024-05-07 11:25:07,9424,405
2024-03-31 22:44:58,5789,386
2024-06-08 19:56:07,6425,100
2024-10-21 16:46:26,7413,631
2024-11-14 15:16:03,8423,850
2024-07-31 08:17:51,6622,239
2024-07-05 05:27:24,8902,555
2024-10-22 09:01:56,6659,114
2024-09-16 17:47:55,7103,321
2023-09-18 08:49:12,5800,125
2024-01-12 11:23:12,5077,651
2023-08-06 07:13:53,7948,88
2024-08-21 11:44:25,8065,822
2023-11-22 22:02:36,7649,68
2023-09-04 03:23:22,6917,359
2024-03-26 17:30:39,8132,287
2024-06-24 06:35:26,9472,575
2024-03-08 06:54:59,8556,572
2024-11-20 09:52:05,5116,630
2024-11-12 01:02:54,6931,454
2024-07-21 15:49:45,5938,220
2023-10-14 02:21:14,9370,599
2024-08-27 17:58:21,9220,245
2023-07-19 17:51:47,8382,360
2023-10-08 22:18:38,6178,82
2024-08-27 11:19:45,6203,10
2024-07-10 02:31:42,6168,130
2024-06-28 02:26:22,7363,26
2023-09-03 17:09:33,5772,775
2024-05-14 19:14:08,8971,712
2024-06-27 02:50:23,6568,315
2024-06-09 11:48:20,6167,7
2023-11-29 23:56:49,5772,803
2024-03-17 13:00:46,8264,432
2023-11-06 21:01:17,6898,524
2023-11-26 08:40:34,6173,490
2024-03-26 18:54:16,9220,408
2024-11-22 00:05:07,9530,506
2024-05-07 13:49:31,5600,763
2024-11-17 11:01:40,9067,799
2024-08-09 19:11:12,9810,607
2023-10-12 07:52:11,9066,150
2023-07-11 01:22:01,6479,804
2024-09-10 15:00:55,6793,188
2024-03-05 21:03:49,7299,152
2024-12-05 19:34:14,5497,421
2024-05-14 00:39:04,9213,354
2023-10-25 02:55:29,5073,484
2023-11-14 19:57:11,9851,393
2023-07-15 15:49:30,8307,93
2024-06-03 03:33:06,7475,527
2023-09-17 03:11:24,6097,525
2024-03-29 15:28:21,9208,6
2024-09-09 21:07:49,9172,154
2023-07-12 08:17:19,8511,473
2024-08-22 01:08:40,9127,723
2023-12-10 15:27:34,7839,460
2023-11-04 01:30:37,8262,304
2024-06-13 17:06:28,7055,249
2024-03-14 02:54:29,7286,156
2024-10-21 09:10:00,5060,398
2024-11-08 00:52:18,9784,562
2023-12-12 14:41:03,7501,833
2024-03-24 04:58:08,9780,693
2023-10-10 02:54:33,5682,447
2024-08-22 14:30:46,6705,513
2023-07-17 09:11:40,5308,321
2023-11-27 20:15:03,8115,761
2023-08-31 04:57:48,8529,217
2024-05-03 08:12:46,6318,592
2024-11-24 20:36:53,7075,739
2024-06-25 01:35:05,6596,656
2024-06-20 14:04:56,9218,735
2024-11-07 16:50:27,9965,305
2024-08-06 03:03:00,5534,527
2024-04-09 12:33:53,9088,24
2023-07-30 03:13:46,6908,714
2024-05-19 16:58:06,9836,596
2024-03-13 16:41:49,6718,86
2024-09-10 11:54:33,7834,315
2024-07-21 01:18:57,9924,171
2024-12-17 13:55:31,7631,324
2024-12-03 00:49:59,7413,535
2024-01-27 06:37:33,6842,265
2024-09-21 23:54:03,7866,593
2023-08-02 21:15:04,7093,798
2024-09-25 16:13:08,9608,361
2024-06-16 17:34:44,9800,53
2023-10-26 11:06:01,5349,20
2024-03-27 08:26:20,7300,23
2023-07-06 17:43:26,7929,197
2024-12-08 18:03:28,7275,746
2023-10-10 10:38:16,9562,518
2024-07-24 01:34:10,8149,783
2024-11-01 17:21:15,8703,807
2024-07-25 16:27:47,8373,596
2024-08-26 04:59:17,9568,724
2024-12-21 21:25:48,5565,100
2024-01-17 23:16:54,9710,464
2023-12-25 09:46:22,5018,635
2024-02-08 12:11:00,5775,104
2024-01-25 03:41:16,8357,264
2024-11-26 10:07:06,9102,568
2024-07-08 00:35:02,5468,455
2024-10-17 11:01:17,7318,369
2024-11-07 14:13:26,8297,418
2024-07-25 14:37:24,5421,813
2024-08-13 14:02:06,8034,669
2024-09-17 16:58:32,5463,695
2024-04-07 07:48:07,5016,293
2024-12-17 19:46:08,6876,143
2024-08-11 02:36:44,9750,154
2024-08-25 20:11:35,7030,380
2024-06-25 06:23:56,8819,418
2023-12-02 09:52:23,8613,666
2024-11-09 23:56:39,8399,4
2023-08-31 18:00:34,8347,153
2024-01-27 21:21:09,6729,323
2024-09-18 13:10:36,9291,523
2024-08-27 16:27:09,9662,690
2023-11-05 20:41:30,6248,551
2024-12-09 10:09:44,6799,440
2024-06-14 11:19:21,7062,574
2023-12-08 09:13:19,5143,7
2024-02-13 18:17:27,6529,564
2024-03-01 05:26:11,5414,56
2024-12-05 13:52:14,6021,530
2023-09-25 01:01:01,5235,15
2024-05-05 04:22:46,5692,803
2024-09-17 12:09:35,9899,150
2024-11-14 17:30:40,6356,524
2024-07-31 18:03:25,8424,849
2024-10-26 18:49:51,5548,379
2024-12-03 04:26:07,8522,731
2024-03-08 22:59:12,7302,293
2024-01-29 18:20:25,9208,372
2023-07-28 03:45:25,9990,325
2023-08-10 03:51:47,6197,332
2024-07-05 21:02:33,5428,815
2024-12-07 08:26:15,8850,305
2024-12-19 16:15:36,6325,346
2023-11-23 00:05:23,6134,710
2023-12-20 22:30:22,6559,39
2024-06-26 08:27:59,5468,713
2024-03-20 17:26:16,5422,210
2023-11-08 10:50:38,6283,81
2024-05-23 14:58:46,5276,194
2024-12-01 16:50:55,5742,487
2024-08-28 01:10:24,7354,347
2023-09-27 03:27:24,5108,513
2024-04-01 13:56:55,7633,374
2023-08-15 14:19:55,8962,645
2023-09-26 17:12:31,8347,824
2024-08-10 09:43:01,6981,613
2024-07-26 06:36:04,8046,348
2023-11-18 11:16:02,7385,360
2023-07-24 01:24:30,6834,333
2024-07-29 10:28:22,9222,562
2024-04-28 00:18:06,5476,704
2023-09-20 15:12:06,5286,629
2024-01-18 03:14:29,6263,584
2024-01-11 06:10:43,5028,392
2023-07-31 03:49:26,5779,837
2024-02-14 19:11:14,6833,607
2023-09-16 20:15:12,8390,334
2024-07-09 06:30:20,7393,45
2024-11-03 08:55:02,8963,194
2023-11-06 11:10:45,9469,14
2024-07-24 18:43:11,8199,633
2024-06-05 19:54:17,9296,387
2023-10-10 06:48:10,8306,313
2024-06-21 02:13:12,9153,293
2023-11-22 03:42:34,9117,170
2024-09-14 04:47:13,6052,644
2023-08-30 17:11:11,8406,429
2024-10-21 15:27:55,9992,47
2024-02-04 10:53:31,8335,534
2024-07-11 03:05:21,9259,65
2024-03-31 12:26:15,6634,51
2024-09-16 13:04:34,6507,258
2023-12-19 19:28:45,7570,162
2023-08-27 15:56:37,5633,729
2023-11-15 00:16:35,7515,438
2024-08-26 17:13:48,8245,6
2024-04-08 09:21:47,9476,736
2024-03-13 04:56:50,8912,551
2023-10-08 14:27:22,7425,265
2024-03-30 19:57:17,6511,757
2024-10-30 03:27:18,6902,726
2024-07-04 02:17:40,5819,805
2024-04-20 03:53:37,6144,276
2024-01-28 11:10:27,9022,278
2024-12-18 02:55:21,8660,289
2024-08-09 12:11:48,9650,474
2024-07-08 05:34:47,7082,182
2024-12-10 13:33:47,8579,413
2023-08-17 08:44:08,8839,599
2024-10-08 17:16:00,9182,41
2024-05-05 23:41:09,8094,37
2023-09-03 23:36:55,8472,285
2024-10-18 21:28:04,6146,799
2024-07-09 11:58:21,8694,286
2024-02-08 02:06:37,5549,221
2024-05-03 22:48:28,6451,667
2023-08-12 02:33:28,9337,250
2024-12-13 09:37:01,7654,611
2023-08-30 05:39:43,7335,213
2024-06-30 07:12:12,7676,247
2024-11-23 06:28:56,9794,33
2024-07-24 22:12:33,8685,118
2024-09-23 05:53:37,9826,164
2024-05-17 14:33:35,8445,286
2024-08-19 09:01:51,9825,837
2024-05-04 21:32:21,7940,62
2024-06-06 14:48:11,7290,107
2024-02-20 04:41:50,8308,380
2024-06-28 13:08:57,9787,504
2024-11-11 05:51:02,5724,656
2023-12-30 02:33:57,5048,97
2024-01-07 17:35:49,9590,67
2023-10-26 13:12:39,6560,675
2023-12-25 20:57:22,7124,846
2023-12-31 02:33:35,5822,678
2024-03-01 19:36:44,5903,552
2024-03-25 08:39:13,8399,583
2024-07-19 02:01:21,8009,643
2024-07-28 13:02:45,9347,230
2024-09-19 20:08:03,7466,472
2024-07-31 18:08:26,7026,134
2024-11-11 05:41:32,6154,584
2024-09-13 09:59:02,8272,621
2024-10-18 08:55:32,5026,462
2024-08-31 20:10:45,7763,176
2023-11-21 05:51:08,9687,221
2024-02-18 22:08:39,5679,608
2023-10-12 21:34:36,5800,242
2024-04-14 02:05:54,6466,158
2024-07-30 21:57:36,6209,615
2024-05-17 02:25:33,6194,406
2024-01-02 22:34:08,5594,598
2024-03-29 06:07:46,7600,366
2023-12-22 22:31:30,8208,505
2024-05-04 22:08:39,8997,486
2023-09-19 18:32:26,8598,230
2023-09-29 16:25:31,7280,574
2024-01-23 07:07:01,7581,231
2024-08-31 02:35:07,6222,103
2024-03-14 07:29:49,6990,690
2024-01-30 16:12:35,7407,538
2024-02-16 17:07:04,7129,317
2024-12-11 20:04:41,5223,541
2023-07-12 11:25:05,7530,99
2024-01-04 09:34:14,5558,160
2024-10-05 18:11:07,6467,38
2024-04-11 21:54:07,9815,717
2024-03-17 05:05:13,5740,157
2024-03-27 03:13:51,6771,774
2024-03-18 22:25:46,7692,774
2024-10-27 23:20:08,8315,563
2024-03-23 17:28:01,6571,468
2024-12-05 03:22:23,9760,820
2024-11-17 22:43:19,7670,404
2024-11-23 21:19:06,5736,534
2024-08-11 12:17:59,8506,16
2024-05-24 13:42:34,9144,690
2023-09-12 15:45:36,7472,47
2023-10-24 17:27:13,6333,389
2024-03-23 11:07:47,5476,345
2023-07-11 11:20:03,7090,177
2023-09-30 00:31:50,6856,197
2024-12-03 20:37:54,5663,50
2023-10-12 00:48:47,8335,579
2023-12-12 03:03:14,6520,746
2023-11-08 04:17:01,6101,85
2024-11-21 07:56:12,5593,29
2024-12-12 21:14:00,5136,651
2024-12-14 09:15:15,6414,746
2023-08-10 05:00:13,9371,239
2024-08-27 05:54:45,6037,192
2023-12-13 23:13:53,8558,462
2024-06-27 07:20:46,6262,38
2024-11-18 05:05:03,9620,610
2024-09-07 19:34:37,5511,615
2024-01-09 08:36:40,6674,398
2024-07-29 00:04:31,6874,159
2024-08-26 08:17:29,6168,175
2024-10-17 22:46:26,7610,806
2023-10-17 12:43:01,5676,298
2024-01-29 05:42:06,7127,760
2024-06-18 15:10:59,8060,84
2024-12-15 10:33:26,8095,777
2023-12-26 04:54:51,9432,164
2024-08-12 04:48:41,6369,151
2024-07-01 18:14:57,7536,828
2023-11-28 09:45:33,9012,612
2024-06-11 11:00:02,5594,149
2023-09-17 13:52:16,6871,100
2023-08-02 13:08:19,9071,277
2023-08-28 08:44:21,6549,73
2024-12-11 12:53:06,6601,409
2024-11-02 12:02:44,6534,174
2024-06-19 09:37:24,8903,620
2023-10-11 20:36:19,7365,800
2024-05-05 12:53:55,5953,710
2023-07-08 09:33:32,6235,405
2023-07-29 13:38:06,6748,229
2023-12-10 01:25:01,9643,260
2024-09-06 05:56:53,6608,149
2024-07-26 16:51:32,5956,773
2024-03-21 09:59:49,7869,48
2024-11-02 03:09:13,9528,577
2024-07-18 14:05:39,5452,305
2023-08-01 22:01:04,5854,145
2024-08-19 16:56:52,7743,689
2024-05-16 20:06:46,8401,494
2024-08-25 22:39:42,6724,77
2023-12-11 02:18:13,7524,632
2024-01-29 16:59:51,6502,662
2023-08-14 05:06:21,9007,270
2024-03-08 16:56:54,9254,727
2023-11-30 07:50:41,9831,720
2024-01-13 16:53:39,7661,360
2023-11-20 19:50:19,6163,697
2024-08-15 12:05:38,7725,523
2024-06-30 11:23:01,6959,202
2024-07-05 14:40:12,5815,263
2024-08-04 18:08:31,8894,121
2024-01-26 07:18:29,5883,306
2024-01-15 02:52:49,6927,313
2024-10-26 07:53:21,6590,134
2024-04-11 16:35:41,6169,185
2024-07-28 02:30:38,5981,189
2024-11-17 17:47:57,9902,54
2024-10-27 23:17:36,5299,767
2024-02-06 21:54:01,6599,716
2024-02-09 01:30:20,8596,25
2024-09-29 10:29:03,8692,76
2023-10-26 09:12:46,6338,486
2023-07-16 11:26:07,5180,328
2023-11-07 12:33:37,5030,154
2024-08-04 19:42:59,7323,5
2024-08-01 00:49:14,5902,466
2023-11-17 20:14:55,9437,170
2023-08-08 20:02:50,9510,399
2023-10-22 16:17:03,7212,328
2023-08-30 10:56:17,8047,120
2024-01-19 19:13:08,5981,701
2024-11-19 13:03:36,8369,559
2023-11-17 02:20:28,9826,423
2024-04-10 03:40:43,9083,673
2024-06-05 04:15:34,6063,353
2024-07-28 16:22:41,8864,3
2024-06-01 00:57:28,9229,796
2023-09-30 17:20:29,5947,439
2024-07-30 09:44:09,8066,501
2024-01-10 23:25:01,6502,299
2024-08-08 10:22:55,5424,464
2023-12-08 06:47:36,7623,800
2023-08-04 15:40:39,8631,552
2024-04-23 18:38:13,6938,803
2023-07-13 03:04:19,8551,788
2023-10-12 15:44:10,8733,459
2024-09-07 17:52:30,5782,541
2024-02-15 01:15:39,6185,244
2024-04-16 03:35:04,7203,87
2024-10-15 02:15:16,9757,473
2023-12-04 07:07:04,9861,46
2024-08-28 04:37:17,9054,256
2024-08-19 21:22:42,9014,705
2024-11-15 00:13:20,6448,504
2024-04-24 14:30:11,6500,76
2024-08-31 16:01:05,9362,322
2024-12-21 22:03:07,8254,712
2023-07-15 09:15:40,6963,345
2023-11-17 02:47:11,7490,321
2023-07-14 19:53:24,5325,573
2024-08-31 00:09:18,6333,534
2024-12-18 19:02:14,5366,640
2024-05-19 01:56:31,8373,771
2023-08-24 16:01:49,7499,343
2024-08-01 07:19:05,9184,776
2024-12-03 11:23:57,7339,610
2023-08-06 02:09:27,7417,20
2024-01-11 19:55:59,8060,19
2024-11-29 06:30:32,6753,818
2024-01-08 18:45:45,5909,217
2024-06-08 04:31:13,8294,282
2024-02-09 18:50:39,8212,585
2024-07-23 02:59:28,8498,417
2024-09-13 14:40:02,8686,471
2024-07-06 17:33:14,8114,651
2023-08-06 09:44:24,6492,53
2023-10-07 17:57:21,8213,568
2024-04-29 10:56:41,6157,621
2024-06-09 20:32:19,9874,480
2024-11-01 01:14:16,6894,601
2024-01-16 00:46:25,5454,325
2024-05-07 22:07:28,9454,738
2024-03-03 01:59:40,5429,313
2023-08-01 08:55:38,7160,422
2024-06-04 18:10:00,5705,480
2024-03-18 01:55:21,6695,29
2024-06-03 08:23:36,6307,264
2024-09-30 08:23:31,6927,29
2024-10-12 22:58:32,8200,815
2024-10-18 08:06:36,7147,484
2024-11-20 08:32:17,5196,186
2024-10-24 10:09:05,6288,745
2024-11-15 23:04:30,5185,220
2023-08-28 01:04:42,6080,142
2024-03-13 12:41:59,7543,581
2023-12-26 10:19:59,7668,167
2024-08-19 07:00:19,6360,610
2024-02-13 23:16:24,7253,176
2023-08-27 23:46:27,8623,207
2024-10-02 05:04:14,6361,713
2024-12-02 07:41:48,6405,416
2023-12-22 21:29:20,5368,635
2024-10-29 06:36:31,6903,644
2024-07-18 23:22:20,7750,339
2024-08-04 13:26:49,7653,832
2024-08-06 10:22:50,8373,713
2024-01-27 12:53:56,9240,71
2023-09-06 02:13:03,7734,606
2024-03-02 10:31:08,5127,425
2024-08-22 19:18:13,8263,34
2024-09-26 10:19:00,6774,336
2024-11-08 04:48:01,8851,134
2023-08-10 02:13:04,8987,741
2023-07-10 20:20:40,7839,760
2024-05-14 18:33:27,5838,415
2023-11-28 13:30:10,5958,288
2024-01-31 23:19:10,7452,427
2023-11-25 02:10:38,7640,104
2023-12-13 18:15:05,8146,39
2023-07-27 05:07:05,6138,11
2023-10-26 09:03:50,6790,374
2023-08-30 23:41:12,5192,739
2024-12-05 03:26:44,7130,684
2024-09-02 00:57:15,5871,98
2024-09-11 16:22:54,9355,765
2023-10-23 01:01:53,7834,770
2023-08-10 23:30:53,8255,441
2023-07-25 23:06:40,6628,671
2024-04-07 04:08:04,6792,383
2024-07-03 16:38:28,7283,511
2024-05-11 23:25:28,7343,9
2023-10-03 14:58:35,8921,351
2024-01-05 05:50:37,5711,10
2024-12-01 13:25:34,8985,614
2024-06-03 23:53:44,6017,323
2024-08-24 08:03:39,5820,847
2024-10-13 02:45:04,5800,492
2023-08-26 20:51:30,9809,56
2024-07-08 16:54:05,9080,702
2023-08-01 12:47:49,8996,58
2024-12-24 17:54:34,5412,533
2024-04-14 20:09:13,8934,160
2024-08-01 08:06:22,5620,747
2024-05-08 07:04:36,6715,519
2023-07-26 06:13:08,5420,8
2024-11-11 23:59:06,9326,175
2023-11-29 18:57:35,6900,562
2024-03-08 23:25:56,6444,293
2024-12-14 16:25:59,5742,750
2024-10-20 11:13:54,7703,725
2023-12-18 13:32:40,7908,394
2023-08-18 11:16:39,5418,400
2024-08-21 15:06:35,9725,307
2024-01-12 09:55:09,9533,540
2024-09-01 02:34:45,8510,847
2024-06-07 07:43:53,7240,118
2023-12-02 00:15:48,8736,787
2023-07-24 06:07:49,5269,18
2024-11-12 20:38:51,6392,707
2024-06-23 13:50:01,6378,676
2024-03-01 06:08:42,9466,738
2024-03-05 00:05:14,9601,341
2024-06-16 18:51:51,6098,247
2023-12-11 19:17:00,7949,488
2024-10-28 09:23:37,7694,308
2024-07-31 12:36:39,8132,410
2023-12-18 05:40:06,6415,594
2024-11-23 13:03:23,9329,231
2023-09-13 08:31:46,8831,772
2024-02-09 00:47:34,5534,520
2024-03-18 12:56:43,5867,2
2023-11-02 10:31:10,7541,543
2023-09-07 08:29:50,6384,828
2023-10-08 19:12:16,6637,460
2024-11-30 09:42:54,9645,394
2024-08-03 14:25:20,6224,303
2023-11-07 04:23:30,9356,334
2024-08-09 18:24:10,6578,839
2024-06-05 06:02:08,9762,130
2024-04-12 00:18:22,8890,254
2024-03-25 23:27:59,5472,513
2024-06-10 03:24:42,8531,499
2023-11-11 14:01:42,8730,477
2024-05-10 23:57:00,9714,487
2023-07-09 04:26:14,7683,22
2023-11-01 12:07:13,7819,670
2024-04-24 03:43:00,5237,299
2023-08-19 11:44:30,6474,522
2024-05-26 11:49:09,9584,505
2023-11-20 16:36:35,8125,330
2024-06-07 00:24:35,8676,341
2024-12-02 10:25:39,6595,838
2024-01-01 10:26:46,6576,263
2024-02-13 09:46:42,5946,357
2023-10-13 17:59:28,6976,430
2023-08-20 18:10:57,7666,601
2024-01-21 05:29:30,9552,157
2023-10-02 23:44:41,9479,773
2023-12-28 13:58:58,9636,441
2024-06-16 20:06:08,9360,359
2023-08-05 03:40:40,6623,789
2023-10-19 14:34:05,8851,382
2023-12-14 19:39:44,5381,799
2024-06-19 12:49:51,5280,325
2023-07-09 13:46:47,5872,513
2024-06-03 20:10:04,7952,545
2024-07-17 22:57:43,5917,453
2023-12-23 09:43:09,6451,263
2024-01-09 23:43:48,8207,514
2024-05-03 15:48:52,6133,515
2024-11-06 01:52:15,9878,416
2023-09-20 17:58:33,7832,659
2024-08-14 22:46:16,9238,253
2024-12-02 20:44:00,9933,399
